nconst,intervenant_primaryName,intervenant_primaryProfession,intervenant_birthYear,intervenant_deathYear,tmdb_id,tmdb_popularity,tmdb_profile_url,tmdb_biography_fr
nm0529645,Philippe Léotard,"actor,composer,writer",1940,2001.0,3581.0,0.4377,https://image.tmdb.org/t/p/w500/rjvSxdR594HfvlaRKURZDlPE36p.jpg,"Philippe Léotard, né le 28 août 1940 à Nice et mort le 25 août 2001 à Paris 11e, est un acteur, poète et chanteur français.

Il a tourné dans plus de 70 films.

La fratrie compte sept enfants, quatre filles et trois garçons. Son grand-père est un pionnier de la photographie, Ange Tomasi, son père est le maire de Fréjus, André Léotard, et son frère est un homme politique, François Léotard. Il se présente comme «l'arrière-arrière-petit-neveu du clown Léotard qui fonda le cirque Bouglione et inventa l'art du trapèze volant et le justaucorps des danseuses», bien qu'on sache aujourd'hui que Jules Léotard n’était pas clown, qu'il n’a rien à voir avec le cirque Bouglione et qu'il n’a pas eu de neveu.

Enfant, il est atteint de la maladie de Bouillaud qui le cloue au lit, chez sa grand-mère à Ajaccio. Cette épreuve est pour lui l'occasion de lire beaucoup en puisant dans la bibliothèque familiale. Il lit les poètes et il aime particulièrement Baudelaire, Lautréamont, Rimbaud, Cendrars… Il lit Victor Hugo, Flaubert… Il finit par retrouver la santé.

À 18 ans, en 1958, il s'engage dans la légion étrangère à Bonifaccio, mais n'y reste pas. Élève d'hypokhâgne au lycée Henri-IV en 1958-1959, Philippe Léotard poursuit ses études à la Sorbonne où il obtient une licence de lettres. C'est là, dans le cadre de l'ATEP (Association théâtrale des étudiants de Paris), qu'il rencontre Ariane Mnouchkine avec qui il fonde le Théâtre du Soleil en 1964. Parallèlement il est professeur de lettres et de philosophie au collège Sainte-Barbe jusqu'en 1968. Il quitte le Théâtre du Soleil et joue, avec le Théâtre national populaire, Les Anges meurtriers en 1970.

Puis, tout en continuant le théâtre, il s'oriente vers le cinéma grâce à Claude Sautet et François Truffaut. Figurant dans Domicile conjugal en 1970, il poursuit son apprentissage avec François Truffaut qui lui offre un petit rôle dans Les Deux Anglaises et le Continent en 1971. Avoir 20 ans dans les Aurès de René Vautier marque son premier premier rôle. Son premier grand succès est Le Chat et la Souris de Claude Lelouch en 1975. Cette même année, il apparaît dans la distribution américaine de French Connection 2 de John Frankenheimer. En 1977, il est sélectionné pour le César du Meilleur second rôle pour Le Juge Fayard dit «le Shériff» d'Yves Boisset. En 1983, il reçoit le César du meilleur acteur pour son rôle dans La Balance de Bob Swaim. La même année, il interprète un commissaire qui enquête sur plusieurs assassinats sur fond de trafic de drogue et, dans Tchao Pantin de Claude Berri, donne la réplique à Coluche, qui interprète un autre blessé de la vie. Cette période correspond à l'apogée de sa carrière cinématographique composée de près de 80 films. Par la suite, il se dirige vers un cinéma plus intimiste avec des films comme Adieu Blaireau, Rouge-gorge, Le Paltoquet, Jane B. par Agnès V. et Le Sud. ...

Source: Article ""Philippe Léotard"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0."
nm0954786,Mahmoud Zemmouri,"actor,director,writer",1946,2017.0,147076.0,0.309,https://image.tmdb.org/t/p/w500/iMUOsJCvrm0twmXczg5M2CFiMca.jpg,"Mahmoud Zemmouri est un acteur, réalisateur et scénariste algérien, né le 22 décembre 1946 à Boufarik (Algérie) et mort le 4 novembre 2017 à Bry-sur-Marne (France).

Il a fait sa carrière essentiellement en France. L'immigration et les conditions sociales de la deuxième génération d'immigrés sont ses thèmes de prédilection. Il est notamment connu pour avoir interprété le rôle de Rachid dans Tchao Pantin de Claude Berri (1983) et celui d'Omar dans La Smala de Jean-Loup Hubert (1984).

Le cinéaste algérien Mahmoud Zemmouri est installé en France depuis 1967. Il est diplômé de l’Ecole nationale supérieure Louis-Lumière et de l’IDHEC de Paris. Il commence sa carrière comme assistant réalisateur sur deux films tournés en France par Ali Ghalem et il se lance dans la réalisation avec un premier court métrage, La Brèche (1976).

Il mène en parallèle une carrière de comédien et de réalisateur. C'est le plus méditerranéen des cinéastes maghrébins. Son approche cinématographique emprunte les clichés propres au cinéma néoréaliste italien. Son œuvre aborde des problèmes graves et actuels de la société algérienne sur le ton de la dérision sans pour autant négliger l'audace et la subtilité.

Il attire l’attention avec son premier long-métrage, Prends 10 000 balles et casse-toi (1981), une comédie satirique qui dénonce les failles de la politique du regroupement familial.

Avec une prédilection pour le registre léger ou bouffon, il aborde le problème sensible des débordements de la guerre d’Algérie dans Les Folles années du twist (1986), avec Jacques Villeret et Richard Bohringer. Pour la première fois, le thème de la guerre qui abonde dans le cinéma algérien est désacralisé, en racontant l'héroïsme et l'opportunisme des habitants d'un village près d'Alger, pendant les deux dernières années de la guerre (1960-1962).

En 1997, il tourne 100 % Arabica (1997), il aborde l’intégrisme religieux sur le ton de l’humour en mettant face à face, les chanteurs de raï Cheb Khaled et Cheb Mami.

En 1991, il s’en prend aux religieux avec De Hollywood à Tamanrasset. Sur l’une ou l’autre rive de la Méditerranée, le cinéaste conserve son regard iconoclaste; en témoigne son long métrage Beur blanc rouge (2006).

Son dernier film, Certifiée Hallal (2015), avec Hafsia Herzi, sur les mariages forcés, a connu une exploitation en salle limitée.

Il a entamé sa carrière d'acteur en 1977 dans le film L'Autre France d'Ali Ghanem. Mahmoud Zemmouri a tenu des seconds rôles dans une dizaine de films dont le rôle de Rachid dans Tchao Pantin (1983) de Claude Berri, Omar dans La Smala de Jean-Loup Hubert (1984), Hexagone (1994) de Malik Chibane et Munich (2006) de Steven Spielberg.

Mahmoud Zemmouri meurt le 4 novembre 2017 à Bry-sur-Marne à l’âge de 70 ans. Il est inhumé dans sa ville natale de Boufarik en Algérie.

Source: Article ""Mahmoud Zemmouri"" de Wikipédia en français, soumis à la licence CC-BY-SA."
nm0000289,Ellen Barkin,"actress,producer,archive_footage",1954,,6913.0,2.8275,https://image.tmdb.org/t/p/w500/k8L89k5xEk7hN3TUKkEFUcPzSxh.jpg,"Ellen Barkin est une actrice américaine, née le 16 avril 1954 à New York."
nm0000380,Robert Duvall,"actor,producer,director",1931,,3087.0,3.7347,https://image.tmdb.org/t/p/w500/ybMmK25h4IVtfE7qrnlVp47RQlh.jpg,"Robert Selden Duvall (né le 5 janvier 1931) est un acteur et réalisateur américain. Il a remporté un Academy Award, deux Emmy Awards et quatre Golden Globe Awards au cours de sa carrière. Duvall a été dans certains des films les plus acclamés et les plus populaires de tous les temps, parmi lesquels To Kill a Mockingbird, Le Parrain, Le Parrain Partie II, MASH, Réseau, True Grit, Bullitt, La Conversation, Apocalypse Now, Tender Mercies, The Colombe naturelle et solitaire. Il a commencé à apparaître dans le théâtre à la fin des années 1950, débutant dans de petits rôles de télévision et de cinéma au début des années 1960 dans des œuvres comme To Kill a Mockingbird (1962) (comme Boo Radley) et Captain Newman, M.D. (1963). Il a commencé à décrocher des rôles beaucoup plus importants au début des années 1970 avec des films comme MASH (1970) (comme Major Burns) et THX 1138 (1971). Cela a été suivi par une série de succès critiques: Le Parrain (1972), Le Parrain Partie II (1974), Réseau (1976), Le Grand Santini (1979), Apocalypse Now (1979), et True Confessions (1981). Depuis lors, Duvall a continué d'agir dans le cinéma et la télévision avec des productions comme Tender Mercies (1983) (pour lequel il a remporté un Academy Award, The Natural (1984), Colors (1988), la mini-série télévisée Lonesome Dove (1989). ), Staline (1992), L'homme qui a capturé Eichmann (1996), A Family Thing (1996), L'apôtre (1997) (qu'il a également écrit et réalisé), A Civil Action (1998), Dieux et généraux (2003) , Broken Trail (2006) et Get Low (2010)."
nm0000915,Bruce Beresford,"director,producer,writer",1940,,5696.0,0.5635,https://image.tmdb.org/t/p/w500/p5p1YhKTh1EOSvf1NO96oBQI2Ll.jpg,
nm0000990,Betty Buckley,"actress,producer,writer",1947,,52462.0,1.2669,https://image.tmdb.org/t/p/w500/szxY6tMCiSnKqH5bQg49ZcdukIM.jpg,
nm0002128,Tess Harper,"actress,archive_footage",1950,,41249.0,1.2151,https://image.tmdb.org/t/p/w500/8Z770Kk13MK1NP7skWmTxvRGx3V.jpg,
nm0322339,Paul Gleason,"actor,producer,archive_footage",1939,2006.0,7675.0,1.7658,https://image.tmdb.org/t/p/w500/a7PJofFcVpDxw2wAak1d56J7L4k.jpg,
nm0387666,Philip Hobel,"producer,director,writer",1921,2013.0,1323935.0,0.1039,,
nm0902188,Lenny von Dohlen,"actor,archive_footage",1957,2022.0,15799.0,0.9032,https://image.tmdb.org/t/p/w500/yZfisRYu3aEDRa0AaEIjMhkmW8w.jpg,
nm0000362,Danny DeVito,"actor,producer,director",1944,,518.0,4.1192,https://image.tmdb.org/t/p/w500/6kO4IN7ndoIGw2JhyhAQN3SFmdx.jpg,"Danny DeVito est un acteur, réalisateur, humoriste et producteur de cinéma américain, né le 17 novembre 1944 à Neptune Township dans le New Jersey.

Il naît sous le nom d'état civil de Daniel Michael DeVito, Jr. le 17 novembre 1944 à Neptune Township dans le New Jersey, de Julia et de Daniel Michael DeVito, Sr. Il est d'ascendance italienne et albanaise et a été élevé selon le rite catholique à Asbury Park. Il est entré dans l'Oratory Preparatory School et en est sorti diplômé en 1961. Il a suivi une formation d'acteur à l'académie des arts dramatiques à Hollywood, Californie à partir de 1966."
nm0000511,Shirley MacLaine,"actress,writer,producer",1934,,4090.0,4.2246,https://image.tmdb.org/t/p/w500/mpW9c34IAFPW0ODuKR8J0FAqN5i.jpg,"Shirley MacLaine, née le 24 avril 1934 à Richmond en Virginie, est une actrice et auteure américaine dont la carrière s'étend sur plus de 70 ans.

Après des débuts à Broadway, elle fait ses premiers pas au cinéma dans ""The trouble with Harry"" d'Alfred Hitchcock en 1955. Sa carrière décolle rapidement avec des rôles marquants dans ""Around the world in 80 days"" (1956), ""Some came running"" (1958), et ""The apartment"" (1960).

Au fil des décennies, MacLaine enchaîne les performances remarquables :

- ""The children's hour"" (1961)

- ""Irma la douce"" (1963)

- ""Sweet charity"" (1969)

- ""The turning point"" (1977)

- ""Being there"" (1979)

- ""Terms of dndearment"" (1983), qui lui vaut l'Oscar de la meilleure actrice

- ""Steel magnolias"" (1989)

- ""Postcards from the edge"" (1990)

- ""Bernie"" (2011)

- ""The secret life of Walter Mitty"" (2013)

Elle est apparue dans la série ""Only murders in the building"" (2022) aux côtés de Steve Martin, Martin Short et Selena Gomez.

En 2024, son film ""American dreamer"" est sorti en salles, deux ans après sa première au Festival du film de Tribeca.

MacLaine a reçu de nombreuses nominations aux Oscars, dont six pour la meilleure actrice. Elle a également remporté un Emmy, deux BAFTA, six Golden Globes, et de nombreuses autres distinctions.

Pour son 90e anniversaire en 2024, MacLaine a laissé entendre qu'elle travaillait sur un nouveau projet.

Le 22 octobre 2024, elle a publié ses mémoires intitulés ""THE WALL OF LIFE: Pictures and Stories from this marvelous life"", un ouvrage richement illustré retraçant sa vie extraordinaire à travers plus de 150 images de ses archives personnelles."
nm0000700,Debra Winger,"actress,producer,miscellaneous",1955,,26513.0,2.7152,https://image.tmdb.org/t/p/w500/iHZ2mZHEaNYFhEpnSguk043SKVE.jpg,
nm0001099,Jeff Daniels,"actor,producer,writer",1955,,8447.0,1.8796,https://image.tmdb.org/t/p/w500/r0mkZJZnTSJO3HJRsMW5HtszxE8.jpg,"Jeffrey Warren « Jeff » Daniels (né le 19 février 1955) est un acteur, musicien et dramaturge américain. Il a fondé une compagnie de théâtre à but non lucratif, la Purple Rose Theatre Company, dans son État natal du Michigan. Il a joué dans de nombreuses productions scéniques, à Broadway et ailleurs. Il a été nominé pour le Tony Award du meilleur acteur pour la pièce de Broadway God of Carnage (2009), avec ses trois autres partenaires de casting.

Il a eu une carrière cinématographique florissante, de ses débuts en 1981 dans Ragtime, jusqu'à State of Play en 2009. Pour son travail au cinéma, il a reçu trois nominations aux Golden Globe Awards, notamment pour le prix du meilleur acteur dans un film comique/musical pour La Rose pourpre du Caire (1985) de Woody Allen (d'où le nom de sa compagnie de théâtre). Il a également reçu des nominations par la Screen Actors Guild, les Satellite Awards et plusieurs pour son travail dans The Squid and the Whale (London Critics Circle Awards, Independent Spirit Awards, Chlotrudis Awards et Gotham Awards).

Description ci-dessus de l'article de Wikipédia Jeff Daniels, sous licence CC-BY-SA, liste complète des contributeurs sur Wikipédia"
nm0003609,Troy Bishop,"actor,production_department,archive_footage",1972,,189740.0,0.2601,,
nm0289030,Huckleberry Fox,"actor,archive_footage",1974,2024.0,150974.0,1.0022,https://image.tmdb.org/t/p/w500/ytzaXNqT5hzGpF8hbhwXL1bcfiL.jpg,
nm0000101,Dan Aykroyd,"writer,actor,producer",1952,,707.0,3.0757,https://image.tmdb.org/t/p/w500/iVMmeVJx8IpCEjlGBZWzIWvX5Qo.jpg,"Daniel Edward Aykroyd, né le 1er juillet 1952 est un acteur, producteur, comédien, musicien et cinéaste canadien qui a été un membre original de l'émission Saturday Night Live (1975-1979). Un sketch musical qu'il a joué avec John Belushi sur SNL, les Blues Brothers, s'est transformé en un véritable groupe de scène, puis en film The Blues Brothers en 1980.

Il a conçu et joué dans Ghostbusters (1984), qui a donné naissance à une suite et finalement à une franchise médiatique complète. En 1990, il a été nominé pour l'Oscar du meilleur acteur de soutien pour son travail dans le film Driving Miss Daisy (1989). Il a joué dans sa propre sitcom, Soul Man (1997-1998). Aykroyd est également un homme d'affaires, ayant cofondé la chaîne de salles de musique House of Blues et la marque de vodka Crystal Head."
nm0000484,John Landis,"producer,director,actor",1950,,4610.0,1.9432,https://image.tmdb.org/t/p/w500/3T778poXnyAeJO15m1XwvSCv9nc.jpg,
nm0000552,Eddie Murphy,"actor,writer,producer",1961,,776.0,4.8841,https://image.tmdb.org/t/p/w500/qgjMfefsKwSYsyCaIX46uyOXIpy.jpg,"Edward ""Eddie"" Regan Murphy (né le 3 avril 1961) est un acteur, doubleur, réalisateur, producteur, comédien et chanteur américain.

Il est le deuxième acteur le plus rentable de l'histoire du cinéma. Il était un membre régulier de la distribution de Saturday Night Live de 1980 à 1984 et a travaillé comme comédien de stand-up. Il a été classé n ° 10 sur la liste de Comedy Central des 100 plus grands stand-ups de tous les temps. Il a reçu des nominations aux Golden Globe Award pour le Golden Globe Award de la nouvelle étoile de l'année - acteur pour sa performance dans 48 heures et meilleur acteur dans une comédie ou une comédie musicale pour ses performances dans Beverly Hills Cop, Trading Places et The Nutty Professor. En 2007, il a remporté le Golden Globe du meilleur second rôle pour son interprétation du chanteur de soul James ""Thunder"" Early in Dreamgirls, et a reçu une nomination aux Oscars du meilleur second rôle pour le même rôle. Le travail de Murphy en tant qu'acteur vocal comprend Thurgood Stubbs dans The PJs, Donkey dans la série Shrek et le dragon Mushu dans Disney's Mulan. Dans certains de ses films, il joue plusieurs rôles en plus de son personnage principal, destiné à rendre hommage à l'une de ses idoles Peter Sellers, qui a joué plusieurs rôles dans Dr. Strangelove et ailleurs. Murphy a joué plusieurs rôles dans Coming to America, Vampire In Brooklyn de Wes Craven, les films Nutty Professor (où il a joué le rôle principal dans deux incarnations, plus son père, son frère, sa mère et sa grand-mère), Bowfinger et Norbit de 2007."
nm0000747,Don Ameche,"actor,director,soundtrack",1908,1993.0,18156.0,1.1892,https://image.tmdb.org/t/p/w500/p2Q0LE3SECDvb5W2yAvvfRtzIyo.jpg,
nm0000897,Ralph Bellamy,"actor,soundtrack,archive_footage",1904,1991.0,1208.0,1.8501,https://image.tmdb.org/t/p/w500/vC6cdrUUewgurTlVXt36eRAtQKb.jpg,
nm0751567,Aaron Russo,"producer,director,actor",1943,2007.0,18165.0,0.6071,,
nm0940705,Maurice Woods,actor,1938,1983.0,2496513.0,0.4536,,
nm0000111,Matthew Broderick,"actor,director,producer",1962,,4756.0,2.6256,https://image.tmdb.org/t/p/w500/2Pq8pwOX5ZFfT2p5pNLGfvUi9Pp.jpg,"Matthew Broderick (né le 21 mars 1962) est un acteur américain dont la carrière s'étend à la fois sur le grand écran et sur scène. Broderick a fait ses débuts à Broadway mais a rapidement décroché le rôle principal dans Brighton Beach Memoirs de Neil Simon. Son premier rôle à l'écran était Max Dugan Returns, également écrit par Neil Simon. Son rôle le plus marquant est venu la même année pour son rôle de jeune hacker dans Wargames. Plus tard, il a joué le rôle de Ferris Bueller dans Ferris Bueller's Day Off en 1985, un film qui a atteint le statut de culte et a fait de Broderick un nom connu du grand public. En 1985, alors qu'il était en vacances en Irlande avec sa fiancée de l'époque, Jennifer Grey, qui jouait sa sœur dans Ferris Bueller's Day Off, Broderick a été impliqué dans une collision frontale qui a tué deux habitants. Broderick a été jugé responsable et a été condamné à cinq ans de prison, mais sa peine a été réduite à une simple amende. En 1997, il a épousé Sarah Jessica Parker et le couple a eu 3 enfants ensemble."
nm0000639,Ally Sheedy,"actress,producer,soundtrack",1962,,12851.0,2.0878,https://image.tmdb.org/t/p/w500/dV6eGZm2HNEN2sfa4abTa2QtwOH.jpg,"Alexandra Elizabeth Sheedy (née le 13 juin 1962) est une actrice américaine. Après ses débuts au cinéma dans Bad Boys en 1983, elle s'est fait connaître comme l'une des actrices du groupe Brat Pack et a joué dans WarGames (1983), The Breakfast Club (1985) et Short Circuit (1986). Pour sa performance dans High Art (1998) de Lisa Cholodenko, Sheedy a remporté l'Independent Spirit Award de la meilleure actrice principale."
nm0000824,John Badham,"director,producer,actor",1939,,12840.0,0.8837,https://image.tmdb.org/t/p/w500/hh0EssedcgUOICkZywbVuwVOJO4.jpg,"John MacDonald Badham est un réalisateur de cinéma et de télévision américain d'origine anglaise, surtout connu pour les films Saturday Night Fever (1977), Blue Thunder (1983), WarGames (1983), Short Circuit (1986) et Stakeout (1987).

Badham a travaillé à la télévision pendant des années, avant de percer en 1977 avec Saturday Night Fever, un énorme succès mondial avec John Travolta dans le rôle principal. WarGames (1983), avec Matthew Broderick dans le rôle principal, est son autre film phare, célèbre pour son approche des peurs populaires de la guerre froide concernant le terrorisme nucléaire et l'holocauste, ainsi que pour être l'un des premiers films à aborder la sous-culture du piratage amateur.

En plus de ses nombreux crédits au cinéma, Badham a également réalisé et produit pour la télévision, notamment pour Night Gallery de Rod Serling et la série télévisée The Beast d'A&E. Il a également contribué aux commentaires de la série Web Trailers from Hell."
nm0179224,Barry Corbin,"actor,producer,miscellaneous",1940,,12852.0,1.9349,https://image.tmdb.org/t/p/w500/avNg0rmudSPg30f8Xt9BwkPDC17.jpg,"Barry Corbin est un acteur de cinéma et de télévision américain. Son rôle le plus connu est celui de la série télévisée Northern Exposure (1990-1995), pour laquelle il a été nommé consécutivement pour deux Primetime Emmy Awards."
nm0234154,Joe Dorsey,"actor,writer,producer",1932,,12856.0,0.9487,,
nm0582778,Irving Metzman,"actor,archive_footage",1946,,12857.0,0.9737,https://image.tmdb.org/t/p/w500/fh2mMxOCqx2eENBkM0Qb87JlIqY.jpg,
nm5911607,Kent Williams,actor,1950,,12854.0,0.7635,https://image.tmdb.org/t/p/w500/qIyxH3KsJVLLrm4q4QvrwOR4U1T.jpg,
nm0001056,Dabney Coleman,"actor,miscellaneous,producer",1932,2024.0,12850.0,1.8855,https://image.tmdb.org/t/p/w500/1Evye7M6ndlNIIfs5s8tBFWWhhT.jpg,"De Wikipédia, l'encyclopédie libre.

Dabney Wharton Coleman (3 janvier 1932 - 16 mai 2024) était un acteur américain. Les films les plus connus de Coleman incluent 9 to 5 (1980), La Maison du lac (1981), Tootsie (1982), WarGames (1983), Cloak & Dagger (1984), Les Muppets à Manhattan (1984), The Beverly Hillbillies (1993), Vous avez un message (1998), Inspecteur Gadget (1999), La Récré : L'école est finie (2001), Moonlight Mile (2002) et Rules Don't Apply (2016).

Les rôles de Coleman à la télévision incluent les personnages principaux de Buffalo Bill (1983-1984) et The Slap Maxwell Story (1987-1988), ainsi que Burton Fallin dans The Guardian (2001-2004), la voix du principal Peter Prickly dans Recess (1997-2001) et Louis « The Commodore » Kaestner dans Boardwalk Empire (2010-2011). Il a remporté un Primetime Emmy Award sur six nominations et un Golden Globe Award sur trois nominations.

Coleman était un acteur de caractère ayant joué dans plus de 60 films et programmes de télévision. Il a suivi une formation auprès de Sanford Meisner à la Neighborhood Playhouse School of the Theatre de New York de 1958 à 1960.

Coleman a fait ses débuts à Broadway dans l'éphémère A Call on Kuprin en 1961. Dans un épisode de 1964 du Kraft Suspense Theatre intitulé ""The Threatening Eye"", Coleman a joué le détective privé William Gunther. Deux ans plus tard, il a joué le Dr Leon Bessemer avec Bonnie Scott dans le rôle de sa femme Judy, voisins et amis du protagoniste dans la saison 1 de That Girl, épisode 3, ""Never Change a Diaper on Opening Night"". Remarqué pour sa moustache qu'il s'est laissé pousser en 1973, il est apparu dans la sitcom portant des lunettes à monture d'écaille et sans barbe. Parmi les autres premiers rôles de sa carrière, citons celui d'entraîneur de l'équipe olympique américaine de ski dans Downhill Racer (1969), celui de chef des pompiers de haut rang dans The Towering Inferno (1974) et celui d'un riche occidental dans Bite the Bullet (1975). Il a interprété un agent du FBI dans Attack on Terror: The FBI vs. the Ku Klux Klan (1975).

Description ci-dessus tirée de l'article Wikipédia Dabney Coleman, sous licence CC-BY-SA, liste complète des contributeurs sur Wikipédia."
nm0165536,Juanin Clay,"actress,archive_footage",1949,1995.0,12853.0,0.5083,https://image.tmdb.org/t/p/w500/44LAsJqXWo90omrgRhFtYwKNup8.jpg,
nm0513731,Dennis Lipscomb,"actor,archive_footage",1942,2014.0,12855.0,0.6509,https://image.tmdb.org/t/p/w500/bpvFPjCrpOABOWfE6H0bRQx4Khl.jpg,
nm0773837,Harold Schneider,"assistant_director,producer,location_management",1939,1994.0,12844.0,0.168,,
nm0939795,John Wood,"actor,archive_footage",1930,2011.0,8937.0,0.982,https://image.tmdb.org/t/p/w500/6raTQciey2xpcVV5c8HRV4XzFCk.jpg,"John Wood (5 juillet 1930 – 6 août 2011) était un acteur de théâtre et de cinéma anglais connu pour sa brillante carrière dans le théâtre classique et contemporain. Il est né le 5 juillet 1930 dans le Derbyshire, en Angleterre. Wood s'est fait connaître en tant que membre de la Royal Shakespeare Company, où il a joué dans de nombreuses productions shakespeariennes.

Les rôles marquants de Wood sur scène incluent des performances dans « Rosencrantz and Guildenstern Are Dead », « The Rivals » et « Travesties », entre autres. Il est également apparu dans diverses productions à Broadway, recevant des critiques élogieuses pour ses performances dans des pièces telles que « Amadeus » et « The Winslow Boy ».

En plus de son travail sur scène, John Wood a également joué dans des films et des séries télévisées. Il a notamment joué dans WarGames (1983) et Chocolat (2000). Il a également fait des apparitions à la télévision dans des séries telles que The Avengers, Inspector Morse et Midsomer Murders.

John Wood était très apprécié pour son talent d'acteur exceptionnel, notamment pour sa capacité à incarner des personnages complexes avec profondeur et nuance. Il a reçu plusieurs prix tout au long de sa carrière, dont un Tony Award pour sa performance dans « Travesties » et un Laurence Olivier Award pour son travail dans « The Philanthropist ».

Malheureusement, John Wood est décédé le 6 août 2011, en Angleterre, laissant derrière lui un héritage de performances remarquables dans le monde du théâtre et du cinéma."
nm0000470,Jeffrey Jones,"actor,miscellaneous,soundtrack",1946,,4004.0,2.2974,https://image.tmdb.org/t/p/w500/zLodpqWUb9OzQLpK1ZY9im1Lh0p.jpg,
nm0000931,Elizabeth Berridge,"actress,producer,archive_footage",1962,,4000.0,1.0334,https://image.tmdb.org/t/p/w500/qMAOM7cMnNs6emGQXoVzRYozgc0.jpg,
nm0001003,Simon Callow,"actor,writer,director",1949,,4001.0,1.8451,https://image.tmdb.org/t/p/w500/no6qlnMrWeUzSt1FjD2Vf9x992e.jpg,
nm0001371,Tom Hulce,"actor,producer,sound_department",1953,,3999.0,3.9695,https://image.tmdb.org/t/p/w500/sQslzbyYZr4Qjv55VseLbbjpuMY.jpg,"Thomas Edward Hulce (né le 6 décembre 1953) est un acteur et producteur de théâtre américain. Il est surtout connu pour son interprétation de Wolfgang Amadeus Mozart dans le film Amadeus (1984), récompensé par un Oscar (1984), ainsi que pour les rôles de Larry ""Pinto"" Kroger dans Animal House (1978), Larry Buckman dans Parenthood (1989), et Quasimodo dans le film d'animation de Disney Le Bossu de Notre Dame (1996). Parmi les récompenses qu'il a reçues, citons un Emmy pour The Heidi Chronicles, un Tony Award pour Spring Awakening, une nomination à l'Oscar du meilleur acteur pour The Heidi Chronicles, une nomination à l'Oscar du meilleur acteur pour Spring Awakening, une nomination à l'Oscar du meilleur acteur pour Amadeus, et quatre nominations au Golden Globe.  Il s'est retiré de la scène au milieu des années 1990 pour se consacrer à la mise en scène et à la production. En 2007, il a remporté le Tony Award de la meilleure comédie musicale en tant que producteur principal de Spring Awakening."
nm0002056,Christine Ebersole,"actress,soundtrack,archive_footage",1953,,4003.0,1.1358,https://image.tmdb.org/t/p/w500/qmv7UOmmQLwL0K4Et0R7m2Hg5vK.jpg,
nm0001232,Milos Forman,"director,writer,actor",1932,2018.0,3974.0,0.8342,https://image.tmdb.org/t/p/w500/O2Crxh0l3u1mxHvjA6003gEpi7.jpg,"Jan Tomáš Forman, né le 18 février 1932 à Čáslav, Tchécoslovaquie, et mort le 13 avril 2018, connu sous le nom de Miloš Forman, est un professeur de cinéma, un scénariste et un réalisateur américain d'origine tchécoslovaque"
nm0234541,Roy Dotrice,"actor,writer,archive_footage",1923,2017.0,4002.0,1.4094,https://image.tmdb.org/t/p/w500/etXS22XFmYmHiQ7RDYf72pPO4fp.jpg,
nm0443016,Charles Kay,"actor,archive_footage",1930,2025.0,138413.0,1.1908,https://image.tmdb.org/t/p/w500/itrjpPBP313mCdyk86YPLmBMPqZ.jpg,
nm0573299,Kenneth McMillan,"actor,soundtrack,archive_footage",1932,1989.0,12521.0,0.6896,https://image.tmdb.org/t/p/w500/iGRcxZOLPMCsgg06kYW1aVfxGqi.jpg,
nm0011665,Robert Addie,actor,1960,2003.0,78525.0,0.6023,https://image.tmdb.org/t/p/w500/1hp2pAzd2F18eYFfjFSztCtcVjL.jpg,
nm0018423,Frederick Alexander,actor,1962,1984.0,1487725.0,1.0225,,
nm0000144,Cary Elwes,"actor,producer,production_department",1962,,2130.0,5.4871,https://image.tmdb.org/t/p/w500/5PAcQuB2fFzGq5fjyugNlOpndk4.jpg,
nm0000147,Colin Firth,"actor,producer,writer",1960,,5472.0,4.2257,https://image.tmdb.org/t/p/w500/4VBeYEUQbfhnivdkqInM36u5fda.jpg,"Colin Firth, né le 10 septembre 1960 à Grayshott dans le Hampshire, est un acteur britannico-italien.

Il se fait connaitre du grand public en jouant le rôle de Monsieur Darcy dans la série Orgueil et Préjugés de la BBC en 1995, considérée comme la meilleure et la plus fidèle des adaptations. Pour cette raison, il a aussi été choisi pour jouer le personnage de Mark Darcy (inspiré d'Orgueil et Préjugés) dans la saga Bridget Jones aux côtés de Hugh Grant et Renée Zellweger, qui a achevé de le faire connaître durant les années 2000.

Par la suite, il s'impose comme une valeur sûre de la comédie anglaise en participant au film choral Love Actually (2003), aux adaptations Nanny McPhee (2005), St Trinian's : Pensionnat pour jeunes filles rebelles (2007) et sa suite St. Trinian's 2 : The Legend of Fritton's Gold, puis aux comédies musicales à succès Mamma Mia! (2008) et Mamma Mia! Here We Go Again (2018).

À la fin de la décennie 2000, il remporte de prestigieuses récompenses telles que le BAFTA du meilleur acteur en 2010 pour sa performance dramatique dans A Single Man (2009), la Coupe Volpi pour la meilleure interprétation masculine pour le même film ; puis l'Oscar du meilleur acteur et le Golden Globe du meilleur acteur pour son interprétation du roi George VI dans le drame Le Discours d'un roi (2011).

Par la suite, il confirme en partageant l'affiche de la comédie romantique Magic in the Moonlight (2014), de Woody Allen, avec Emma Stone, puis en incarnant Harry Hart dans Kingsman : Services secrets (2015) et Kingsman : Le Cercle d'or (2017), deux blockbusters d'espionnages réalisés par Matthew Vaughn."
nm0000391,Rupert Everett,"actor,producer,writer",1959,,4757.0,1.3143,https://image.tmdb.org/t/p/w500/7t77pzlJnSLSXTzQLUey3YAzaxQ.jpg,
